@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
659,'2023/06/12 00:36:15:049',14,879.942932,2467.550049,5110.279297,1,0,0,0,0
660,'2023/06/12 00:36:22:132',15,1486.064941,4053.114746,7084.241211,0,1,0,0,0
661,'2023/06/12 00:36:22:303',15,384.101776,3517.775635,6618.592285,0,1,0,0,0
662,'2023/06/12 00:36:22:559',15,352.945862,3292.74707,6851.473145,0,1,0,0,0
663,'2023/06/12 00:36:22:820',15,343.683807,3239.339355,6984.831543,0,1,0,0,0
664,'2023/06/12 00:36:23:071',15,361.787689,3312.3125,6984.374023,0,1,0,0,0
665,'2023/06/12 00:36:23:327',15,364.745514,3113.76123,7126.516602,0,1,0,0,0
666,'2023/06/12 00:36:23:582',15,352.058746,2974.323486,7048.542969,0,1,0,0,0
667,'2023/06/12 00:36:23:839',15,366.461121,3256.693359,6995.297363,0,1,0,0,0
668,'2023/06/12 00:36:24:095',15,371.399597,2996.36084,7107.663086,0,1,0,0,0
669,'2023/06/12 00:36:24:351',15,364.444855,2917.123779,6948.933105,0,1,0,0,0
670,'2023/06/12 00:36:24:607',15,368.014374,3270.186768,7102.49707,0,1,0,0,0
671,'2023/06/12 00:36:24:863',15,373.873871,2929.279541,7017.300781,0,1,0,0,0
672,'2023/06/12 00:36:25:119',15,374.855713,2795.358887,6963.04834,0,1,0,0,0
673,'2023/06/12 00:36:25:375',15,323.562683,2784.187256,7156.677734,0,1,0,0,0
674,'2023/06/12 00:36:25:631',15,348.560394,2888.401367,7131.994141,0,1,0,0,0
675,'2023/06/12 00:36:25:806',15,367.141602,2850.36084,7189.48291,0,1,0,0,0
676,'2023/06/12 00:36:26:057',15,369.707581,2679.912354,7072.177246,0,1,0,0,0
677,'2023/06/12 00:36:26:313',15,375.691223,2455.430908,7246.678711,0,1,0,0,0
678,'2023/06/12 00:36:26:569',15,375.17688,3255.23584,6777.39209,0,1,0,0,0
679,'2023/06/12 00:36:26:825',15,368.584625,3506.376953,6597.157227,0,1,0,0,0
680,'2023/06/12 00:36:27:081',15,331.365234,3081.691895,7263.60791,0,1,0,0,0
681,'2023/06/12 00:36:27:337',15,368.672363,2971.987549,7222.543457,0,1,0,0,0
682,'2023/06/12 00:36:27:593',15,363.085754,3085.193115,7244.65332,0,1,0,0,0
683,'2023/06/12 00:36:27:849',15,368.106049,3654.492188,6902.248535,0,1,0,0,0
684,'2023/06/12 00:36:28:105',15,351.849945,3238.025635,7042.638184,0,1,0,0,0
685,'2023/06/12 00:36:28:361',15,356.117828,3228.145996,7266.941895,0,1,0,0,0
686,'2023/06/12 00:36:28:617',15,369.633026,3197.949707,7525.370605,0,1,0,0,0
687,'2023/06/12 00:36:36:553',16,1158.680176,4288.102539,6743.649414,0,0,1,0,0
688,'2023/06/12 00:36:36:809',16,1139.732178,3318.684326,5488.296387,0,0,1,0,0
689,'2023/06/12 00:36:37:065',16,343.479431,2277.088379,5122.789551,0,0,1,0,0
690,'2023/06/12 00:36:37:321',16,273.989777,3626.835205,6297.340332,0,0,1,0,0
691,'2023/06/12 00:36:37:577',16,206.172043,3684.764404,6840.40332,0,0,1,0,0
692,'2023/06/12 00:36:37:833',16,240.037781,3818.020264,6473.515137,0,0,1,0,0
693,'2023/06/12 00:36:38:089',16,258.691925,3636.932373,6537.492676,0,0,1,0,0
694,'2023/06/12 00:36:38:345',16,284.829865,3966.569336,6571.400391,0,0,1,0,0
695,'2023/06/12 00:36:38:601',16,282.550842,3820.476318,6851.901855,0,0,1,0,0
696,'2023/06/12 00:36:38:857',16,299.404205,4124.047363,6649.45459,0,0,1,0,0
697,'2023/06/12 00:36:39:113',16,303.115234,3715.176514,7007.511719,0,0,1,0,0
698,'2023/06/12 00:36:39:374',16,301.749146,3864.77124,6913.208984,0,0,1,0,0
699,'2023/06/12 00:36:39:635',16,2159.659912,4052.505371,7744.164551,0,0,1,0,0
700,'2023/06/12 00:36:39:886',16,259.413391,3577.841309,7153.499023,0,0,1,0,0
701,'2023/06/12 00:36:40:051',16,272.143127,3568.529297,7059.859375,0,0,1,0,0
702,'2023/06/12 00:36:40:307',16,238.968552,3629.616211,6934.500488,0,0,1,0,0
703,'2023/06/12 00:36:40:563',16,270.84848,3476.967529,6986.549805,0,0,1,0,0
704,'2023/06/12 00:36:40:819',16,291.975372,3620.68335,7198.665527,0,0,1,0,0
705,'2023/06/12 00:36:41:075',16,279.766968,3555.643311,6992.937012,0,0,1,0,0
706,'2023/06/12 00:36:41:331',16,268.978943,3686.570801,6991.154297,0,0,1,0,0
707,'2023/06/12 00:36:41:587',16,259.738159,3556.122314,7066.700195,0,0,1,0,0
708,'2023/06/12 00:36:41:843',16,245.397217,3576.949463,7245.131836,0,0,1,0,0
709,'2023/06/12 00:36:42:099',16,275.115417,3392.190918,6468.998535,0,0,1,0,0
710,'2023/06/12 00:36:42:355',16,256.670288,3665.588379,7299.564941,0,0,1,0,0
711,'2023/06/12 00:36:42:611',16,251.830307,3531.270264,6774.189453,0,0,1,0,0
712,'2023/06/12 00:36:42:867',16,269.117798,3615.369873,6981.852051,0,0,1,0,0
713,'2023/06/12 00:36:43:128',16,291.326416,2967.6521,7169.37207,0,0,1,0,0
714,'2023/06/12 00:36:48:328',17,1100.471924,4174.443848,6827.92041,0,0,0,1,0
715,'2023/06/12 00:36:48:585',17,502.494232,3788.659668,6933.626953,0,0,0,1,0
716,'2023/06/12 00:36:48:846',17,535.937805,5011.433594,7974.500977,0,0,0,1,0
717,'2023/06/12 00:36:49:096',17,634.14386,5216.993164,8757.969727,0,0,0,1,0
718,'2023/06/12 00:36:49:352',17,351.043579,537.290283,5362.943359,0,0,0,1,0
719,'2023/06/12 00:36:49:608',17,590.647766,3674.067627,7000.766113,0,0,0,1,0
720,'2023/06/12 00:36:49:864',17,520.769958,5050.141602,8054.637207,0,0,0,1,0
721,'2023/06/12 00:36:50:120',17,534.741577,5105.406738,9171.189453,0,0,0,1,0
722,'2023/06/12 00:36:50:376',17,521.746582,4929.557617,6967.013672,0,0,0,1,0
723,'2023/06/12 00:36:50:632',17,524.06842,5021.344727,7751.339844,0,0,0,1,0
724,'2023/06/12 00:36:50:803',17,518.924866,1161.542114,5001.193848,0,0,0,1,0
725,'2023/06/12 00:36:51:059',17,568.665894,4981.414063,7466.683594,0,0,0,1,0
726,'2023/06/12 00:36:51:315',17,486.409943,3580.556152,6045.989746,0,0,0,1,0
727,'2023/06/12 00:36:51:571',17,446.241211,1862.836914,4907.593262,0,0,0,1,0
728,'2023/06/12 00:36:51:827',17,570.311951,4976.816895,8944.999023,0,0,0,1,0
729,'2023/06/12 00:36:52:083',17,505.492188,1020.671997,4658.687012,0,0,0,1,0
730,'2023/06/12 00:36:55:838',18,1194.922852,4353.338379,7217.464844,0,0,0,0,1
731,'2023/06/12 00:36:56:094',18,1165.902222,3126.230957,6909.766602,0,0,0,0,1
732,'2023/06/12 00:36:56:355',18,297.080811,2448.375977,5793.570313,0,0,0,0,1
733,'2023/06/12 00:36:56:606',18,301.635193,4033.583008,8326.202148,0,0,0,0,1
734,'2023/06/12 00:36:56:862',18,289.310822,1372.177368,6052.00293,0,0,0,0,1
735,'2023/06/12 00:36:57:118',18,285.873138,1710.261841,6907.436523,0,0,0,0,1
736,'2023/06/12 00:36:57:374',18,269.134552,2012.087402,5755.793457,0,0,0,0,1
737,'2023/06/12 00:36:57:630',18,316.190491,1393.716309,5755.179688,0,0,0,0,1
738,'2023/06/12 00:36:57:806',18,290.433411,2065.325195,6553.877441,0,0,0,0,1
739,'2023/06/12 00:36:58:056',18,284.515198,2338.582764,5623.272461,0,0,0,0,1
740,'2023/06/12 00:36:58:312',18,291.671478,2010.207031,4987.59375,0,0,0,0,1
741,'2023/06/12 00:36:58:568',18,305.853119,1023.159302,7739.221191,0,0,0,0,1
742,'2023/06/12 00:36:58:824',18,322.623688,852.450134,3414.519043,0,0,0,0,1
743,'2023/06/12 00:36:59:080',18,305.278229,2730.131348,4400.344238,0,0,0,0,1
744,'2023/06/12 00:36:59:336',18,294.917572,972.285522,7226.214844,0,0,0,0,1
745,'2023/06/12 00:36:59:592',18,292.571747,2642.817383,4910.524414,0,0,0,0,1
746,'2023/06/12 00:36:59:848',18,293.927826,2393.835449,4296.112793,0,0,0,0,1
747,'2023/06/12 00:37:00:104',18,291.438141,685.011963,7543.183594,0,0,0,0,1
748,'2023/06/12 00:37:00:360',18,310.967072,2635.490967,4606.835449,0,0,0,0,1
749,'2023/06/12 00:37:00:621',18,277.394623,2601.733154,5337.908691,0,0,0,0,1
750,'2023/06/12 00:37:00:872',18,300.053131,968.878052,6741.137207,0,0,0,0,1
751,'2023/06/12 00:37:01:128',18,289.489075,3425.699463,7801.885742,0,0,0,0,1
752,'2023/06/12 00:37:01:299',18,292.201874,2394.939697,5970.567871,0,0,0,0,1
753,'2023/06/12 00:37:01:555',18,293.623016,1650.311523,5254.54834,0,0,0,0,1
754,'2023/06/12 00:37:01:811',18,304.588745,3540.703369,7760.94043,0,0,0,0,1
755,'2023/06/12 00:37:02:067',18,305.591675,2771.258789,5594.006836,0,0,0,0,1
756,'2023/06/12 00:37:02:323',18,299.732941,3829.665283,7709.634766,0,0,0,0,1
757,'2023/06/12 00:37:02:579',18,310.425446,3343.871338,7520.071777,0,0,0,0,1
758,'2023/06/12 00:37:02:840',18,299.507599,2853.557617,7578.756836,0,0,0,0,1
759,'2023/06/12 02:20:44:701',19,990.83197,2470.020752,4085.035889,1,0,0,0,0
760,'2023/06/12 02:20:44:942',19,1983.791748,3235.385254,4234.443359,1,0,0,0,0
761,'2023/06/12 02:20:45:208',19,541.833374,1119.742554,4201.145508,1,0,0,0,0
762,'2023/06/12 02:20:45:378',19,313.046356,1107.387207,3555.500732,1,0,0,0,0
763,'2023/06/12 02:20:45:629',19,374.01239,1086.87146,4034.329346,1,0,0,0,0
764,'2023/06/12 02:20:45:891',19,505.07428,1116.496704,3627.649902,1,0,0,0,0
765,'2023/06/12 02:20:46:142',19,416.321472,1076.306274,3574.509277,1,0,0,0,0
766,'2023/06/12 02:20:46:397',19,399.15567,1087.030151,3464.38208,1,0,0,0,0
767,'2023/06/12 02:20:46:653',19,388.656464,1087.188477,3469.518311,1,0,0,0,0
768,'2023/06/12 02:20:46:914',19,397.83609,1079.55481,3476.729004,1,0,0,0,0
769,'2023/06/12 02:20:47:181',19,383.498077,1048.916626,3611.326172,1,0,0,0,0
770,'2023/06/12 02:20:47:421',19,368.735229,1071.134033,3452.412109,1,0,0,0,0
771,'2023/06/12 02:20:47:687',19,373.301239,977.857117,3430.680664,1,0,0,0,0
772,'2023/06/12 02:20:47:933',19,520.634949,1080.192993,3677.541992,1,0,0,0,0
773,'2023/06/12 02:20:48:194',19,408.494843,1003.604614,3374.631348,1,0,0,0,0
774,'2023/06/12 02:20:48:446',19,359.759003,1503.966431,3386.952881,1,0,0,0,0
775,'2023/06/12 02:20:48:706',19,433.784454,984.48999,3294.403809,1,0,0,0,0
776,'2023/06/12 02:20:48:957',19,420.045563,1455.517578,3302.79126,1,0,0,0,0
777,'2023/06/12 02:20:49:133',19,415.981537,1309.590698,3298.963135,1,0,0,0,0
778,'2023/06/12 02:20:49:389',19,472.576111,1338.847412,3308.008057,1,0,0,0,0
779,'2023/06/12 02:20:49:645',19,447.883575,1325.234863,3302.432129,1,0,0,0,0
780,'2023/06/12 02:20:49:891',19,479.995392,1822.993896,3913.741943,1,0,0,0,0
781,'2023/06/12 02:20:50:162',19,459.08609,1482.340698,3355.268555,1,0,0,0,0
782,'2023/06/12 02:20:50:423',19,421.969391,1488.503174,3286.971191,1,0,0,0,0
783,'2023/06/12 02:20:50:664',19,419.828156,1541.769531,3309.63501,1,0,0,0,0
784,'2023/06/12 02:20:50:920',19,436.454742,1520.32605,3274.763184,1,0,0,0,0
785,'2023/06/12 02:20:51:177',19,443.980804,1413.419434,3329.284424,1,0,0,0,0
786,'2023/06/12 02:20:51:437',19,449.204407,1352.973511,3323.616211,1,0,0,0,0
787,'2023/06/12 02:20:51:688',19,431.17868,1455.080811,3302.750488,1,0,0,0,0
788,'2023/06/12 02:20:51:944',19,428.342377,1546.375122,3374.004639,1,0,0,0,0
789,'2023/06/12 02:20:52:205',19,419.696777,1484.787354,3306.166748,1,0,0,0,0
790,'2023/06/12 02:20:52:476',19,403.731232,1366.320923,3223.749512,1,0,0,0,0
791,'2023/06/12 02:20:52:636',19,361.672974,1369.620361,3236.711914,1,0,0,0,0
792,'2023/06/12 02:20:52:887',19,807.34137,2472.422852,4685.422852,1,0,0,0,0
793,'2023/06/12 02:20:53:133',19,867.200317,2339.738525,3604.560059,1,0,0,0,0
794,'2023/06/12 02:20:53:404',19,909.596069,4010.765625,5353.086426,1,0,0,0,0
795,'2023/06/12 02:20:53:650',19,373.580444,1096.866455,3957.647705,1,0,0,0,0
796,'2023/06/12 02:20:53:911',19,368.804871,1089.970947,3395.20459,1,0,0,0,0
797,'2023/06/12 02:20:54:168',19,346.041626,1078.348755,3299.132813,1,0,0,0,0
798,'2023/06/12 02:20:54:423',19,349.780914,1107.739502,3268.504395,1,0,0,0,0
799,'2023/06/12 02:20:54:669',19,319.212555,2088.780762,3333.821777,1,0,0,0,0
800,'2023/06/12 02:20:54:925',19,843.212402,2263.425049,3452.512695,1,0,0,0,0
801,'2023/06/12 02:20:55:187',19,1037.714722,2652.862793,4700.514648,1,0,0,0,0
802,'2023/06/12 02:20:55:452',19,1010.05127,2588.910156,4351.205566,1,0,0,0,0
803,'2023/06/12 02:20:55:713',19,810.147705,2303.370361,3484.091309,1,0,0,0,0
804,'2023/06/12 02:20:55:959',19,788.712219,2225.651611,3429.146729,1,0,0,0,0
805,'2023/06/12 02:20:56:125',19,654.992065,2114.838867,3414.436523,1,0,0,0,0
806,'2023/06/12 02:20:56:381',19,728.416199,2226.972412,3432.105469,1,0,0,0,0
807,'2023/06/12 02:20:56:647',19,791.660706,2286.290527,3456.218262,1,0,0,0,0
808,'2023/06/12 02:28:03:463',20,1241.016724,3221.68042,4481.836426,0,1,0,0,0
809,'2023/06/12 02:28:03:719',20,867.975098,2279.830078,3614.870605,0,1,0,0,0
810,'2023/06/12 02:28:03:969',20,283.579041,2523.258301,5005.381836,0,1,0,0,0
811,'2023/06/12 02:28:04:231',20,334.279541,2342.602051,5189.058105,0,1,0,0,0
812,'2023/06/12 02:28:04:481',20,330.642975,2357.056152,5083.986816,0,1,0,0,0
813,'2023/06/12 02:28:04:743',20,316.328217,2587.666748,5158.039551,0,1,0,0,0
814,'2023/06/12 02:28:04:994',20,317.948029,2445.484131,5313.612793,0,1,0,0,0
815,'2023/06/12 02:28:05:249',20,329.959167,2244.022949,5209.353516,0,1,0,0,0
816,'2023/06/12 02:28:05:512',20,317.681915,2511.336426,3170.571289,0,1,0,0,0
817,'2023/06/12 02:28:05:766',20,307.359985,2408.431641,3778.974365,0,1,0,0,0
818,'2023/06/12 02:28:06:023',20,313.196228,2350.983154,5039.432617,0,1,0,0,0
819,'2023/06/12 02:28:06:278',20,306.765106,2448.044678,5157.116211,0,1,0,0,0
820,'2023/06/12 02:28:06:449',20,305.80542,2579.462402,4916.506836,0,1,0,0,0
821,'2023/06/12 02:28:06:700',20,301.605804,2557.662354,5114.348145,0,1,0,0,0
822,'2023/06/12 02:28:06:961',20,306.782196,2504.303467,5014.388184,0,1,0,0,0
823,'2023/06/12 02:28:07:222',20,310.391022,2411.721191,5074.860352,0,1,0,0,0
824,'2023/06/12 02:28:07:468',20,330.157013,2601.460938,5035.634766,0,1,0,0,0
825,'2023/06/12 02:28:07:724',20,229.522308,2342.496338,3684.313965,0,1,0,0,0
826,'2023/06/12 02:28:07:995',20,751.995117,2250.804932,3542.220703,0,1,0,0,0
827,'2023/06/12 02:28:08:246',20,316.369507,2268.237793,4975.835938,0,1,0,0,0
828,'2023/06/12 02:28:08:507',20,326.428223,2654.943848,4325.445313,0,1,0,0,0
829,'2023/06/12 02:28:08:764',20,332.224335,2552.416992,4940.785156,0,1,0,0,0
830,'2023/06/12 02:28:09:004',20,323.980927,2170.530762,4866.212402,0,1,0,0,0
831,'2023/06/12 02:28:09:281',20,642.073059,2271.040039,3467.709229,0,1,0,0,0
832,'2023/06/12 02:28:09:526',20,328.867157,2607.619629,4571.40625,0,1,0,0,0
833,'2023/06/12 02:28:09:782',20,391.533325,1979.994263,4557.709473,0,1,0,0,0
834,'2023/06/12 02:28:09:953',20,341.219604,1928.014038,4434.78125,0,1,0,0,0
835,'2023/06/12 02:28:10:204',20,321.5784,2045.148071,4335.757324,0,1,0,0,0
836,'2023/06/12 02:28:10:460',20,348.094055,2006.339478,4465.745605,0,1,0,0,0
837,'2023/06/12 02:28:10:716',20,370.103882,1854.486938,4223.319824,0,1,0,0,0
838,'2023/06/12 02:28:10:982',20,382.556091,1827.734619,4832.931152,0,1,0,0,0
839,'2023/06/12 02:28:11:223',20,805.008423,2231.355713,3480.710693,0,1,0,0,0
840,'2023/06/12 02:28:11:484',20,328.352081,1866.987549,4839.456543,0,1,0,0,0
841,'2023/06/12 02:28:11:735',20,470.168671,2190.545166,3475.537598,0,1,0,0,0
842,'2023/06/12 02:28:11:991',20,337.415161,1844.127197,4435.722168,0,1,0,0,0
843,'2023/06/12 02:28:12:257',20,383.414093,1925.273926,3648.274902,0,1,0,0,0
844,'2023/06/12 02:28:12:502',20,819.495056,2308.147949,3621.219971,0,1,0,0,0
845,'2023/06/12 02:28:12:764',20,846.037903,2281.179932,3508.323486,0,1,0,0,0
846,'2023/06/12 02:28:13:025',20,859.095825,2233.475098,3550.135254,0,1,0,0,0
847,'2023/06/12 02:28:18:742',21,994.60907,2571.877441,4380.614258,0,0,1,0,0
848,'2023/06/12 02:28:18:998',21,238.154449,3027.312012,3393.762207,0,0,1,0,0
849,'2023/06/12 02:28:19:254',21,215.997604,3238.417725,3483.493164,0,0,1,0,0
850,'2023/06/12 02:28:19:510',21,233.097443,2555.499756,3914.588867,0,0,1,0,0
851,'2023/06/12 02:28:19:761',21,214.807098,2284.736084,3855.251221,0,0,1,0,0
852,'2023/06/12 02:28:20:017',21,223.839722,3468.351074,4147.705078,0,0,1,0,0
853,'2023/06/12 02:28:20:273',21,228.132309,2303.846924,3657.24585,0,0,1,0,0
854,'2023/06/12 02:28:20:524',21,229.481979,2844.736572,4866.65332,0,0,1,0,0
855,'2023/06/12 02:28:20:699',21,216.376099,2264.814209,3704.662598,0,0,1,0,0
856,'2023/06/12 02:28:20:971',21,228.744431,2964.811279,4783.61084,0,0,1,0,0
857,'2023/06/12 02:28:21:212',21,236.085678,3192.032471,4107.608398,0,0,1,0,0
858,'2023/06/12 02:28:21:473',21,229.665192,3315.602295,4996.087402,0,0,1,0,0
859,'2023/06/12 02:28:21:724',21,234.233383,3377.461426,4008.751709,0,0,1,0,0
860,'2023/06/12 02:28:21:980',21,214.537949,2412.359619,3645.283447,0,0,1,0,0
861,'2023/06/12 02:28:22:240',21,230.800095,2297.146973,3579.958008,0,0,1,0,0
862,'2023/06/12 02:28:27:014',22,947.550354,2558.980713,4273.392578,0,0,0,1,0
863,'2023/06/12 02:28:27:270',22,1251.891968,3017.189453,4344.178711,0,0,0,1,0
864,'2023/06/12 02:28:27:521',22,1184.723389,2726.953125,4373.240234,0,0,0,1,0
865,'2023/06/12 02:28:27:702',22,497.601013,3674.062012,5005.731445,0,0,0,1,0
866,'2023/06/12 02:28:27:947',22,457.931458,641.298584,3281.707275,0,0,0,1,0
867,'2023/06/12 02:28:28:214',22,438.924316,721.902161,3310.955811,0,0,0,1,0
868,'2023/06/12 02:28:28:470',22,480.482452,863.509277,3217.32373,0,0,0,1,0
869,'2023/06/12 02:28:28:720',22,449.649384,542.355286,3104.580078,0,0,0,1,0
870,'2023/06/12 02:28:28:977',22,577.243408,2146.447266,3380.668701,0,0,0,1,0
871,'2023/06/12 02:28:29:233',22,449.910889,600.098694,3221.673828,0,0,0,1,0
872,'2023/06/12 02:28:29:483',22,295.312347,2264.699219,3650.36792,0,0,0,1,0
873,'2023/06/12 02:28:29:745',22,363.016754,563.962158,3703.438477,0,0,0,1,0
874,'2023/06/12 02:28:29:995',22,482.77121,656.975708,3478.506592,0,0,0,1,0
875,'2023/06/12 02:28:30:257',22,404.008789,962.343811,3270.435547,0,0,0,1,0
876,'2023/06/12 02:28:30:507',22,445.25473,691.800964,3417.018066,0,0,0,1,0
877,'2023/06/12 02:28:30:769',22,416.802673,671.003723,3275.036377,0,0,0,1,0
878,'2023/06/12 02:28:31:030',22,842.471252,2256.507568,3506.813477,0,0,0,1,0
879,'2023/06/12 02:28:31:195',22,354.617584,533.983337,3533.333984,0,0,0,1,0
880,'2023/06/12 02:28:31:451',22,476.684875,3427.482178,4984.604492,0,0,0,1,0
881,'2023/06/12 02:28:31:712',22,801.769592,2263.688721,3563.060547,0,0,0,1,0
882,'2023/06/12 02:28:31:958',22,496.900116,569.068542,3887.940918,0,0,0,1,0
883,'2023/06/12 02:28:32:214',22,380.364777,1180.808472,3345.498291,0,0,0,1,0
884,'2023/06/12 02:28:32:480',22,844.781372,2307.09082,3574.616455,0,0,0,1,0
885,'2023/06/12 02:28:32:736',22,52.167187,546.753418,4511.933105,0,0,0,1,0
886,'2023/06/12 02:28:32:987',22,518.615662,3304.124268,5062.115234,0,0,0,1,0
887,'2023/06/12 02:28:33:238',22,784.35968,2289.685791,3546.574219,0,0,0,1,0
888,'2023/06/12 02:28:38:273',23,1183.835205,2383.663818,4286.77002,0,0,0,0,1
889,'2023/06/12 02:28:38:453',23,789.271057,2267.737061,3503.322998,0,0,0,0,1
890,'2023/06/12 02:28:38:704',23,281.297394,1345.812866,3154.480469,0,0,0,0,1
891,'2023/06/12 02:28:38:965',23,276.541626,1130.644409,3246.404785,0,0,0,0,1
892,'2023/06/12 02:28:39:218',23,305.687012,1272.932007,3089.685303,0,0,0,0,1
893,'2023/06/12 02:28:39:467',23,269.326019,929.901917,3286.735107,0,0,0,0,1
894,'2023/06/12 02:28:39:744',23,264.087677,1171.173462,3320.854248,0,0,0,0,1
895,'2023/06/12 02:28:39:979',23,298.652832,2209.689697,3506.635742,0,0,0,0,1
896,'2023/06/12 02:28:40:245',23,300.32309,1154.640747,3248.243896,0,0,0,0,1
897,'2023/06/12 02:28:40:501',23,291.278625,1530.706177,3189.429932,0,0,0,0,1
898,'2023/06/12 02:28:40:747',23,302.164917,1692.051025,4031.560059,0,0,0,0,1
899,'2023/06/12 02:28:41:003',23,267.64386,1196.668701,3317.256348,0,0,0,0,1
900,'2023/06/12 02:28:41:264',23,360.305695,2232.712158,3538.237549,0,0,0,0,1
901,'2023/06/12 02:28:41:520',23,279.079529,865.388733,3260.815918,0,0,0,0,1
902,'2023/06/12 02:28:41:781',23,278.750763,880.348267,3071.870605,0,0,0,0,1
903,'2023/06/12 02:28:41:953',23,272.827332,1434.379639,3205.182373,0,0,0,0,1
904,'2023/06/12 02:28:42:203',23,282.056061,864.768127,3290.606445,0,0,0,0,1
905,'2023/06/12 02:28:42:464',23,360.428711,2217.393799,3475.413818,0,0,0,0,1
906,'2023/06/12 02:28:42:720',23,323.226715,761.330627,3222.927002,0,0,0,0,1
907,'2023/06/12 02:28:42:965',23,287.82431,2172.46582,3451.894287,0,0,0,0,1
908,'2023/06/12 02:28:43:232',23,280.895508,1189.540649,3450.155762,0,0,0,0,1
909,'2023/06/12 02:28:43:483',23,291.148529,1794.761841,3240.785156,0,0,0,0,1
910,'2023/06/12 02:28:43:744',23,314.412811,733.491211,3187.422607,0,0,0,0,1
911,'2023/06/12 02:28:43:995',23,319.235931,1317.115112,3152.795654,0,0,0,0,1
912,'2023/06/12 02:28:44:251',23,839.826294,2281.089111,3551.837891,0,0,0,0,1
913,'2023/06/12 02:28:44:502',23,294.533356,1042.889771,3361.623291,0,0,0,0,1
914,'2023/06/12 02:28:44:758',23,330.785553,1987.422852,3286.866455,0,0,0,0,1
915,'2023/06/12 02:28:45:014',23,292.32901,1057.70752,3252.251953,0,0,0,0,1
916,'2023/06/12 02:28:45:285',23,295.536957,904.39801,3174.586182,0,0,0,0,1
917,'2023/06/12 02:28:45:445',23,469.260193,2161.854736,3403.627197,0,0,0,0,1
918,'2023/06/12 02:28:45:712',23,313.522308,816.697449,3244.804688,0,0,0,0,1
919,'2023/06/12 02:28:45:953',23,286.235809,1914.292725,3218.277832,0,0,0,0,1
